service,entityType,name,label,type,maxLength,key,selectProperty
API_WORK_CENTER,WORKCENTERPOOLEDCAPACITYTYPE,WorkCenter,Work Center,String,8.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspOrdItmMinTemp,Min. Temperature,Decimal,,,
API_CNTRLREQFORQUOTATION,CENTRALREQUESTFORQUOTATIONTYPE,DocumentCurrency,Currency,String,3.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,SupplierPhoneNumber,Supplier Phone,String,16.0,,
API_SALESORDER,SALESORDERITEM_TYPE,DangerousGoodsStatus,Dangerous Goods Status,String,1.0,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,PrdcssrFundsReservationDocItem,Funds Reservation Item,String,3.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,CreatedByUser,Created By,String,12.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ConsumptionTaxCtrlCode,HSN/SAC Code,String,16.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,PricingReferenceMaterial,Pricing Ref. Matl,String,18.0,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,InventorySpecialStockValnType,Special Stock Valuation Type,String,1.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSEORDERTYPE,WhseProcessTypeDocumentHdr,Hdr WhsePT,String,4.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,OrganizationDivision,Division,String,2.0,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOC_TYPE,EarmarkedFundsDocReference,Reference,String,16.0,,
API_WORK_CENTER,WORKCENTERCAPACITYSHIFTTYPE,WorkCenterTypeCode,Object Type,String,2.0,True,
API_PRAWELLCOMPLETIONDOWNTIME,WELLCOMPLETIONDOWNTIME_TYPE,PRAWellCompltnDwntmeNmbr,WC downtime no,String,12.0,True,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,PurgDocOrderAcknNumber,Order Acknowledgment,String,20.0,,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,Equipment,Equipment,String,18.0,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,ValidityStartDate,Start Date,Date,,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,StatisticsCurrency,Statistics Currency,String,3.0,,
API_FREIGHTBOOKING,FREIGHTBOOKINGDOCREF_TYPE,TransportationOrderDocRefUUID,Transp. Order Document Reference UUID,Guid,,True,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,LastScheduledDate,Scheduled on,Date,,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,ToBePostponedAmtInProjectCrcy,Amt ToPostpn PrCrcy,Decimal,,,
API_SALESORDER,SALESORDERITEM_TYPE,StorageLocation,Storage Location,String,4.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,PurchasingCollectiveNumber,Collective Number,String,10.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ReferenceDocumentItem,Reference Item,String,6.0,,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,SubOperation,Operation or Phase,String,4.0,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,ServiceDocumentChangedByUser,Changed By,String,12.0,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOC_TYPE,EmrkdFndsDocCreationDate,Entered On,Date,,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterFmlaParamUnit1,Formula Parameter Unit 1,String,3.0,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,TranspOrdWhseProcessingStatus,Whse Proc. Status,String,1.0,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUEST_TYPE,ProjBillgReqCreatedAtDteTme,Created On,DateTimeOffset,,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,EmrkdFndsDocItmLastChgdByUsr,Last Changed By,String,12.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,CostCenter,Cost Center,String,10.0,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,OrderPathValue,Order path,String,2.0,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,SrvcContrItmExtnDurnUntISOCode,ISO Code,String,3.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,ProductTaxClassification5,Tax Class.5 Material,String,1.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspOrdItmMaxTemp,Max. Temperature,Decimal,,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,SalesOffice,Sales Office,String,4.0,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,ManualDeliveryAddressID,Address,String,10.0,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,TranspOrdExecutingCarrierUUID,Executing Carrier UUID,Guid,,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,CarrierUUID,Carrier UUID,Guid,,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,SAP__Messages,,Other,,,
BR_CTR_SERVICE_O4,REND_DIRITYPE,SAP__Messages,,Other,,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUEST_TYPE,ProjectBillingRequest,PBR,String,10.0,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,OpenQuantity,PBE Entry Open Qty,Decimal,,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,EmrkdFndsDocItmLastChangeDate,Changed On,Date,,,
API_PROJECTBILLINGREQUEST,WRITTENOFFPRJBLGELMENTRDETS_TYPE,ProjectBillingRequestUUID,Proj Billg Req UUID,Guid,,True,
API_WAREHOUSE_RESOURCE_2,WAREHOUSERESOURCETYPE,EWMStorTypeOfLastWhseTaskConf,Storage Type,String,4.0,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOC_TYPE,TransactionCurrency,Transaction Currency,String,3.0,,
API_SALESORDER,SALESORDER_TYPE,SalesDocApprovalStatus,Approval Status,String,1.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,PurgAggrgdSftyDataSheetStatus,Sfty Data Sheet Sts,String,1.0,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterFmlaParamValue4,Formula Parameter Value 4,Decimal,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,CustomerTaxClassification7,Tax Class.7 Customer,String,1.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,StorageLocation,Storage Location,String,4.0,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,Shipper,Shipper,String,10.0,,
API_RETAILPROMOTION,A_RETAILPROMOTION_TYPE,PurchasingOrganization,Purch. Organization,String,4.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,SalesGroup,Sales Group,String,3.0,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUEST_TYPE,SAP__Messages,,Other,,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATIONITEM_TYPE,OrderPriceUnit,Order Price Unit,String,3.0,,
API_CNSLDTNGROUPSTRUCTURE,CONSOLIDATIONGROUPSTRUCTURE_TYPE,DivestitureFiscalYearPeriod,Divestiture,String,7.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,PurchaseOrderByCustomer,Customer Reference,String,35.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,OvrlItmGeneralIncompletionSts,All Items,String,1.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,PricingDateControl,Pricing Date Control,String,1.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,ReferenceDocument,Source Document,String,10.0,,
API_WORK_CENTER,WORKCENTERCAPACITYSHIFTTYPE,IntervalEndDate,Valid to,Date,,True,
API_CNTRLREQFORQUOTATION,CENTRALREQUESTFORQUOTATIONTYPE,PurchasingGroup,Purchasing Group,String,3.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,HomogeneousFullPalletPick,Removal of Whole HU,String,1.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TransportationOrderItemUUID,Item UUID,Guid,,True,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,PlannedDeliveryDurationInDays,Planned Deliv. Time,Decimal,,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,SupplierMaterialNumber,Supplier Mat. No.,String,35.0,,
API_QUALITYNOTIFICATION,QUALITYNOTIFICATIONITEMCAUSE_TYPE,QualityNotification,Notification,String,12.0,True,
API_SALESORDER,SALESORDER_TYPE,SalesOrderDate,Document Date,Date,,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYINTERVALTYPE,WorkDayRule,,String,1.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,SeasonCompletenessStatus,Season Comp.Ind,String,1.0,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,ProjBillgReqItmLastChgdBy,Item Changed By,String,12.0,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,ServiceContract,Transaction ID,String,10.0,True,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,MsmtRdngTransferMode,Transfer mode,String,1.0,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,PlannedOrderOpeningDate,Order Opening Date,Date,,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,ProductTypeCode,Product Type Group,String,2.0,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,ToBeBilledAmtInProjCurrency,To Be Blld Proj Crcy,Decimal,,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,SAP__Messages,,Other,,,
API_SALESORDER,SALESORDERITEMPRICINGELMNT_TYPE,SalesOrderItem,Item,String,6.0,True,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,MeasurementRangeUnit,MeasurmntRangeUnit,String,3.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,WhseTaskGoodsReceiptDateTime,GR Date,DateTimeOffset,,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,PrdcssrFundsPreCmtmtDocItem,Funds Precommitment Item,String,3.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEMTEXT_TYPE,LongTextID,Text ID,String,4.0,True,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,ServiceDocCreationDateTime,Created On,DateTimeOffset,,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,PurReqnItemCurrency,Currency,String,3.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,PurchasingDocument,Purchase Order,String,10.0,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,ProductionStartDate,Production Start Dte,Date,,,
API_SALESORDER,SALESORDER_TYPE,CompleteDeliveryIsDefined,Complete Delivery,Boolean,,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,SoldToParty,Sold-To Party,String,10.0,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterStandardWorkQtyUnit1,Work Quantity Unit 1,String,3.0,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,SrvcMgmtBillgPlanBillgDateRule,Date Rule,String,12.0,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,CapacityQuantityUnit,Capacity Unit,String,3.0,,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,MeasuringPointCategory,MeasPointCategory,String,1.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,InvoiceIsExpected,Invoice Receipt,Boolean,,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WrkCtrStdValMaintRule6,Standard Value Maintenance Rule 6,String,1.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSEORDERTYPE,LastChangedByUser,Changed By,String,12.0,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATIONITEM_TYPE,ProductTypeCode,Product Type Group,String,2.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,ValidityEndDate,Validity Period End,Date,,,
API_SALESORDER,SALESORDERITEM_TYPE,ShippingType,Shipping Type,String,2.0,,
API_SALESORDER,SALESORDERITEM_TYPE,ItemNetWeight,Net Weight,Decimal,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,BR_MaterialUsage,Material Usage,String,1.0,,
API_SALESORDER,SALESORDER_TYPE,OvrlTrdCmplncLegalCtrlChkSts,Legal Control Status,String,1.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,IncotermsClassification,Incoterms,String,3.0,,
API_PROJECTBILLINGREQUEST,WRITTENOFFPRJBLGELMENTRDETS_TYPE,LedgerGLLineItem,G/L Line Item,String,6.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,Subtotal3Amount,Subtotal 3,Decimal,,,
API_SALESORDER,SALESORDERITEMPRICINGELMNT_TYPE,PricingProcedureCounter,Counter,String,3.0,True,
API_RFM_ASSORTMENT_MODULE,EXPLICITASSORTMENTMODULEVERSTYPE,AssortmentModuleName,Assortment Module,String,100.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,ShelfLifeExpirationDate,Expiration Date,Date,,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,IsEUTriangularDeal,EU Triangular Deal,Boolean,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,TotalNetAmount,Net Value,Decimal,,,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,EWMDeliveryDocumentCategory,Document Category,String,3.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,CostAmount,Cost,Decimal,,,
API_FREIGHTBOOKING,FREIGHTBOOKINGDOCREF_TYPE,TransportationOrderUUID,Transportation Order UUID,Guid,,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,ProjBillgReqItmCrtedByUser,Created By,String,12.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,DeliveryBlockReason,Delivery Block,String,2.0,,
API_SALESORDER,SALESORDER_TYPE,LastChangedByUser,Last Changed By,String,12.0,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,OpenRevenueAmtInDocCrcy,Open Revenue,Decimal,,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,EmrkdFndsCnsmdAmtInTransCrcy,Reduced Amount,Decimal,,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATIONITEM_TYPE,OrderItemQtyToBaseQtyNmrtr,Equal To,Decimal,,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,BillToParty,Bill-To Party,String,10.0,,
API_PROJECTBILLINGREQUEST,WRITTENOFFPRJBLGELMENTRDETS_TYPE,ProjectInternalID,Project Def.,String,8.0,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYSHIFTTYPE,SAP__Messages,,Other,,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,MRPPlant,Planning Plant,String,4.0,,
API_SALESORDER,SALESORDER_TYPE,IncotermsVersion,Incoterms Version,String,4.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,AdditionalMaterialGroup1,Material Group 1,String,3.0,,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,PlannedOrderLastChangeDateTime,Change Time Stamp,DateTimeOffset,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,Subtotal4Amount,Subtotal 4,Decimal,,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,OverallPricingIncompletionSts,Pricing – All Items,String,1.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,SourceResource,Source Resource,String,18.0,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterFormulaParam3,Formula Parameter 3,String,6.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,WarehouseMovementsReason,Movement Reason,String,4.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ValuationType,Valuation Type,String,10.0,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,ServiceDocItemGrossAmount,Gross Order Value,Decimal,,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,DelivDateCategory,Deliv. date category,String,1.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,BillingDocumentDate,Billing Date,Date,,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,SEPAMandate,Mandate Reference,String,35.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,PurchasingInfoRecordUpdateCode,Info Record Update,String,1.0,,
API_SALESORDER,SALESORDERITEM_TYPE,OrderQuantityISOUnit,ISO Order Quantity,String,3.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEMTEXT_TYPE,Language,Language Key,String,2.0,True,
API_RFM_ASSORTMENT_MODULE,EXPLICITASSORTMENTMODULEVERSTYPE,LastChangeDate,,Date,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,CreationDate,Created On,Date,,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,TransportationOrderUUID,Transportation Order UUID,Guid,,True,
API_WORK_CENTER,WORKCENTERCAPACITYINTERVALTYPE,SAP__Messages,,Other,,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,ConfirmedByUser,,String,12.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,PurgExternalSortNumber,External Sort No.,String,5.0,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYTYPE,CapacityIsPooled,Pooled Capacity,Boolean,,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WrkCtrProcgSchedgFmla,Processing Duration,String,6.0,,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,LastChangeDate,Changed on,Date,,,
API_SALESORDER,SALESORDERITEM_TYPE,ReceivingPoint,Receiving Point,String,25.0,,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,OperationEarliestEndTime,Earliest End Time,TimeOfDay,,,
API_WORK_CENTER,WORKCENTERCAPACITYSHIFTTYPE,CapacityNumberOfCapacities,No. Ind. Capacities,Int16,,,
API_CNSLDTNFSITEMHIERARCHY,CNSLDTNFSITEMHIERARCHYNODE_TYPE,HierarchyNode,Hierarchy Node,String,50.0,True,
API_WORK_CENTER,WORKCENTERCAPACITYDESCRIPTIONTYPE,WorkCenterTypeCode,Object Type,String,2.0,True,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,ServiceContractItmCanclnReason,Cancellation Reason,String,4.0,,
API_PRODUCT_AVAILY_INFO,ATPRLVTPRODASSGDSOLDTOPTY_TYPE,MRPArea,MRP Area,String,10.0,True,
API_QUALITYNOTIFICATION,QUALITYNOTIFICATIONITEMCAUSE_TYPE,NotificationCauseText,Cause Text,String,40.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,RequestedDeliveryDate,Requested Delivery Date,Date,,,
API_RFM_ASSORTMENT_MODULE,ASSORTMENTMODULEVERSIONTEXTTYPE,Language,Language Key,String,2.0,True,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,PlannedOrderCapacityIsDsptchd,Capacity Dispatched,Boolean,,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,EarmarkedFundsDocumentItem,Document Item,String,3.0,True,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,SAP__Messages,,Other,,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspEquipCapacityWeightUnit,Equipment Capacity Weight UoM,String,3.0,,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,MsrgPtMinTolUnitOfMeasure,Tolerance Unit,String,3.0,,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,WBSElementExternalID,WBS Element,String,24.0,,
API_CNSLDTNGROUPSTRUCTURE,CNSLDTNGRPSTRUCMETHASSGMT_TYPE,MethAssgmtToFiscalYearPeriod,End of Method Assignment,String,7.0,,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,MeasuringPointObjectIdentifier,OBjNo.MeasPointObj.,String,22.0,,
API_SALESORDER,SALESORDERITEM_TYPE,IncotermsLocation2,Incoterms Location 2,String,70.0,,
API_PRODUCT_AVAILY_INFO,ATPRLVTPRODUCTSTORLOC_TYPE,SAP__Messages,,Other,,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,PurReqCreationDate,Requisition Date,Date,,,
API_SALESORDER,SALESORDERITEMPRICINGELMNT_TYPE,ConditionQuantityISOUnit,ISO Condition Qty,String,3.0,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,PayerParty,Payer,String,10.0,,
API_MEASURINGPOINT,MSRGPOINTCONDITIONLONGTEXT_TYPE,TextObjectType,Text ID,String,4.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSEORDERTYPE,WhseOrderLastChgUTCDateTime,Short Time Stamp,DateTimeOffset,,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,BillOfOperationsGroup,Group,String,8.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,PurchasingGroup,Purchasing Group,String,3.0,,True
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,StagingBay,Staging Bay,String,18.0,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,CustomerPurchaseOrderDate,Reference Doc. Date,Date,,,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,PutawayStatus,Status Value,String,1.0,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,SAP__Messages,,Other,,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,TranspOrdInvoicingCarrierLevel,Inv. Carrier Level,String,2.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,PriceDetnExchangeRateDate,Translation Date,Date,,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,ItemDeliveryAddressID,Address,String,10.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,PurchasingCompletenessStatus,Incomplete,Boolean,,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,WhseTaskLastChgUTCDateTime,Short Time Stamp,DateTimeOffset,,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYSHIFTTYPE,ShiftStartTime,Start Time,TimeOfDay,,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYSHIFTTYPE,CapacityLastChangeDateTime,Capacity Last Change Date Time,DateTimeOffset,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,Subtotal4Amount,Subtotal 4,Decimal,,,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,AssemblyOrderPathValue,Assembly Order Path,String,2.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,PredecessorTransportationOrder,Predecessor Transp Order UUID,Guid,,,
API_PRAWELLCOMPLETIONDOWNTIME,WELLCOMPLETIONDT_TYPE,PRAEffectiveFromDateTime,Effective from TS,DateTimeOffset,,True,
API_WORK_CENTER,WORKCENTERCAPACITYINTERVALTYPE,CapacityCategoryAllocation,Capacity Allocation,String,4.0,True,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYSHIFTTYPE,IntervalEndDate,Valid to,Date,,True,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterFmlaParamUnit2,Formula Parameter Unit 2,String,3.0,,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,AssemblyOrderLevelValue,Assembly Order Level,String,2.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,County,County Code,String,3.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,IsIntrastatReportingExcluded,Intrastat Exclusion,Boolean,,,
API_CNSLDTNCUSTOMER,CNSLDTNCUSTOMER_TYPE,Customer,Customer,String,10.0,True,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,MeasuringPointIsCounter,MeasPoint is counter,Boolean,,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,OverallLimitAmount,Overall Limit,Decimal,,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,VATRegistrationCountry,Ctry/Rgn Sls Tax No.,String,3.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,BillingDocument,Billing Document,String,10.0,True,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATION_TYPE,PurchasingGroup,Purchasing Group,String,3.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ArticleCategory,Material Category,String,2.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSEORDERTYPE,SAP__Messages,,Other,,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,RequirementTime,Requirement Time,TimeOfDay,,,
API_MEASURINGPOINT,MSRGPOINTCONDITIONLONGTEXT_TYPE,MeasuringPointCondition,Conditions,String,2.0,True,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,ServiceContractItemDescription,Product Description,String,40.0,,
API_WORK_CENTER,WORKCENTERCOSTCENTERTYPE,CostCenterActivityAltvDescID,Alternative Activity Description ID,String,4.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,PurContractForOverallLimit,Contract for Limit,String,10.0,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,ManufacturerPartNmbr,Mfr Part Number,String,40.0,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,WorkCenterInternalID,Object ID,String,8.0,True,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,WarehouseProcessType,Whse Process Type,String,4.0,,
API_PRAINTERNALMARKETING,PRAINTERNALMARKETINGRATEHDR_TYPE,PRAMarketingRateNumber,Marketing rate no,String,12.0,True,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,CashDiscountIsDeductible,Cash Discount,Boolean,,,
API_RETAILPROMOTION,A_RETAILPROMOTIONITEM_TYPE,RetailPromotion,Retail Promotion,String,10.0,True,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,DeliveryItemStockTypeDetnCode,Determin. Ind.,String,1.0,,
API_QUALITYNOTIFICATION,QUALITYNOTIFICATIONITEMCAUSE_TYPE,IsDeleted,Is Deleted,Boolean,,,
API_FREIGHTORDER,FREIGHTORDEREVENT_TYPE,ChangedDateTime,Transportation Order Changed Date Time,DateTimeOffset,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ItemIsRejectedBySupplier,Rejection Indicator,Boolean,,,
